TemplateId	Name	Kind	ItemType	Icon	BigIcon	CDType	ClassName	DetailType	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10	ShowType
2163	2级魂石箱	HunShi_Level_2	34	2167	2167		RandomItem	1	打开后随机获得一个2级魂石	100000	1	1	1000	2	1	0	99999	2163										
2164	3级魂石箱	HunShi_Level_3	34	2168	2168		RandomItem	1	打开后随机获得一个3级魂石	100000	1	1	1000	3	1	0	99999	2164										
2165	4级魂石箱	HunShi_Level_4	34	2169	2169		RandomItem	1	打开后随机获得一个4级魂石	100000	1	1	1000	4	1	0	99999	2165										
2166	5级魂石箱	HunShi_Level_5	34	2170	2170		RandomItem	1	打开后随机获得一个5级魂石	100000	1	1	1000	5	1	0	99999	2166										
2171	英雄挑战宝箱1	Hero_Box1	34	100	100		RandomItemByLevel	1	英雄挑战获得的奖励	10000	1	1	1000	2	1	0	99999	32	1									
2172	英雄挑战宝箱2	Hero_Box2	34	100	100		RandomItemByLevel	1	英雄挑战获得的奖励	10000	1	1	1000	2	1	0	99999	33	1									
2178	武神黄金箱	RankBattleGoldBox	34	100	100		RandomItemByLevel	1	武神殿每日22：00结算时排名前400以上的玩家，消耗1000荣誉自动兑换	20000	1	1	1000	5	1	0	99999	39										
2179	武神白银箱	RankBattleSilverBox	34	100	100		RandomItemByLevel	1	武神殿每日22：00结算时消耗500荣誉自动兑换	20000	1	1	1000	4	1	0	99999	40										
2173	惩恶任务队员掉落奖励（白）	PunishTaskReward_1	34	100	100		RandomItemByLevel	1	惩恶任务队员掉落奖励（白）		1	1	1000		1	0	99999	34	1									
2174	惩恶任务队员掉落奖励（绿）	PunishTaskReward_2	34	100	100		RandomItemByLevel	1	惩恶任务队员掉落奖励（绿）		1	1	1000		1	0	99999	35	1									
2175	惩恶任务队员掉落奖励（蓝）	PunishTaskReward_3	34	100	100		RandomItemByLevel	1	惩恶任务队员掉落奖励（蓝）		1	1	1000		1	0	99999	36	1									
2176	惩恶任务队员掉落奖励（紫）	PunishTaskReward_4	34	100	100		RandomItemByLevel	1	惩恶任务队员掉落奖励（紫）		1	1	1000		1	0	99999	37	1									
2177	惩恶任务队员掉落奖励（橙）	PunishTaskReward_5	34	100	100		RandomItemByLevel	1	惩恶任务队员掉落奖励（橙）		1	1	1000		1	0	99999	38	1									
2276	惩恶任务队长掉落奖励（白）	PunishTaskReward_6	34	100	100		RandomItemByLevel	1	惩恶任务队长掉落奖励（白）		1	1	1000		1	0	99999	55	1									
2277	惩恶任务队长掉落奖励（绿）	PunishTaskReward_7	34	100	100		RandomItemByLevel	1	惩恶任务队长掉落奖励（绿）		1	1	1000		1	0	99999	56	1									
2278	惩恶任务队长掉落奖励（蓝）	PunishTaskReward_8	34	100	100		RandomItemByLevel	1	惩恶任务队长掉落奖励（蓝）		1	1	1000		1	0	99999	57	1									
2279	惩恶任务队长掉落奖励（紫）	PunishTaskReward_9	34	100	100		RandomItemByLevel	1	惩恶任务队长掉落奖励（紫）		1	1	1000		1	0	99999	58	1									
2280	惩恶任务队长掉落奖励（橙）	PunishTaskReward_10	34	100	100		RandomItemByLevel	1	惩恶任务队长掉落奖励（橙）		1	1	1000		1	0	99999	59	1									
2180	99朵玫瑰花	qinmi_hua3	34	1027	1027		Rose	1	赠送好友后双方增加亲密度，只能对女性角色赠送		1	1		4	1	0	99999											
2181	99棵幸运草	qinmi_hua4	34	1028	1028		Grass	1	赠送好友后双方增加亲密度，只能对男性角色赠送		1	1		4	1	0	99999											
2182	荣誉宝箱	Faction_Award	34	100	100		RandomItemByLevel	1	参与门派竞技获得的荣誉奖励宝箱	100000	1	1	1	3	1	0	99999	41										
2241	20级组队秘境首领1奖励	20_TeamFubenAward_Leader1	34	100	100		RandomItemByLevel	1	藏剑山庄首领·紫轩奖励		1	1	100		1	0	1	42	1									
2242	20级组队秘境首领2奖励	20_TeamFubenAward_Leader2	34	100	100		RandomItemByLevel	1	藏剑山庄首领·蔷薇奖励		1	1	100		1	0	1	43	1									
2243	20级组队秘境BOSS奖励	20_TeamFubenAward_BOSS	34	100	100		RandomItemByLevel	1	藏剑山庄BOSS·卓非凡奖励		1	1	100		1	0	1	44	1									
2244	20级组队秘境稀有奖励	20_TeamFubenAward_Xiyou	34	100	100		RandomItemByLevel	1	藏剑山庄稀有·月明瑶奖励		1	1	100		1	0	1	45	1									
2245	40级组队秘境首领1奖励	40_TeamFubenAward_Leader1	34	100	100		RandomItemByLevel	1	武夷禁地首领·张如梦奖励		1	1	100		1	0	1	46	1									
2246	40级组队秘境首领2奖励	40_TeamFubenAward_Leader2	34	100	100		RandomItemByLevel	1	武夷禁地首领·南宫彩虹奖励		1	1	100		1	0	1	47	1									
2247	40级组队秘境BOSS奖励	40_TeamFubenAward_BOSS	34	100	100		RandomItemByLevel	1	武夷禁地BOSS·张琳心奖励		1	1	100		1	0	1	48	1									
2248	40级组队秘境稀有奖励	40_TeamFubenAward_Xiyou	34	100	100		RandomItemByLevel	1	武夷禁地稀有·封玉书奖励		1	1	100		1	0	1	49	1									
2249	60级组队秘境首领1奖励	60_TeamFubenAward_Leader1	34	100	100		RandomItemByLevel	1	熔火霹雳首领·张风奖励		1	1	100		1	0	1	50	1									
2250	60级组队秘境首领2奖励	60_TeamFubenAward_Leader2	34	100	100		RandomItemByLevel	1	熔火霹雳首领·方勉奖励		1	1	100		1	0	1	51	1									
2251	60级组队秘境BOSS奖励	60_TeamFubenAward_BOSS	34	100	100		RandomItemByLevel	1	熔火霹雳BOSS·南宫灭奖励		1	1	100		1	0	1	52	1									
2252	60级组队秘境稀有奖励	60_TeamFubenAward_Xiyou	34	100	100		RandomItemByLevel	1	熔火霹雳稀有·曲霞奖励		1	1	100		1	0	1	53	1									
2266	商会任务掉落奖励	CommerceTaskReward_1	34	100	100		RandomItemByLevel	1	商会任务掉落奖励		1	1	1000		1	0	1	54	1									
2271	SS级本命武器（用于高级藏宝图）	SeniorCangBaoTuReward_1	34	100	100			1	SS级本命武器（用于高级藏宝图）		1	1	1000	6	1	0	1											
2272	S级本命武器（用于高级藏宝图）	SeniorCangBaoTuReward_2	34	100	100			1	SS级本命武器（用于高级藏宝图）		1	1	1000	4	1	0	1											
2273	A级本命武器（用于高级藏宝图）	SeniorCangBaoTuReward_3	34	100	100			1	SS级本命武器（用于高级藏宝图）		1	1	1000	3	1	0	1											
2274	花草种子	qinmi_hua5	34	2274	2274		RandomItem	1	随机获得[FFFE0D]玫瑰花[-]或[FFFE0D]幸运草[-]		1	1			1	0	99999	2274	1									
2301	修炼丹	XiuLian_Item2	34	2301	2301		XiuLianDan	1	使用后修炼珠增加[FFFE0D]30分钟[-]野外修炼时间\n[FFFE0D]（每天只能使用1个）[-]		1	1		3	24	0	99999	1800										
2303	4阶稀有装备宝箱	T4_AllEquip	34	1226	1226		RandomItem	1	打开后获得全套4阶稀有装备		1	1		7	1	0	99999	2303										
2304	家族黄金宝箱	KinOpenSrvActivity_1	34	2302	2302		RandomItem	1	打开后随机获得一个物品\n有可能获得[FFFE0D]4阶稀有装备、4阶传承装备、随机魂石、随机同伴技能书、水晶、资质丹[-]等奖励		1	1		5	1	0	99999	2304										
2305	家族白银宝箱	KinOpenSrvActivity_2	34	2435	2435		RandomItem	1	打开后随机获得一份物品\n有可能获得[FFFE0D]4阶传承装备、随机魂石、随机同伴技能书、水晶、资质丹、洗髓丹[-]等奖励		1	1		4	1	0	99999	2305										
2306	4阶稀有首饰挑选礼盒	Choose_Equip_T4_1_in_4_1	34	2153	2153		NeedChooseItem	1	从列表中的4件装备中[FFFE0D]任意挑选1件[-]		1	1		6	1	0	99999	1										
2307	4阶稀有防具挑选礼盒	Choose_Equip_T4_1_in_4_2	34	2153	2153		NeedChooseItem	1	从列表中的4件装备中[FFFE0D]任意挑选1件[-]		1	1		6	1	0	99999	1										
2308	第一家族族长	KinOpenSrvActivity_Title_Item1	34	790	790		AddTitleItem	11	使用后获得[FFFE0D]第一家族族长[-]称号		1	1	1000	6	1	0	99999	4000	2592000									
2309	第一家族副族长	KinOpenSrvActivity_Title_Item2	34	790	790		AddTitleItem	11	使用后获得[FFFE0D]第一家族副族长[-]称号		1	1	1000	6	1	0	99999	4001	2592000									
2310	第一家族长老	KinOpenSrvActivity_Title_Item3	34	790	790		AddTitleItem	11	使用后获得[FFFE0D]第一家族长老[-]称号		1	1	1000	6	1	0	99999	4002	2592000									
2311	第一家族精英	KinOpenSrvActivity_Title_Item4	34	790	790		AddTitleItem	11	使用后获得[FFFE0D]第一家族精英[-]称号		1	1	1000	6	1	0	99999	4003	2592000									
2312	第一家族成员	KinOpenSrvActivity_Title_Item5	34	790	790		AddTitleItem	11	使用后获得[FFFE0D]第一家族成员[-]称号		1	1	1000	6	1	0	99999	4004	2592000									
2313	十大家族族长	KinOpenSrvActivity_Title_Item6	34	790	790		AddTitleItem	11	使用后获得[FFFE0D]十大家族族长[-]称号		1	1	1000	5	1	0	99999	4005	2592000									
2314	十大家族副族长	KinOpenSrvActivity_Title_Item7	34	790	790		AddTitleItem	11	使用后获得[FFFE0D]十大家族副族长[-]称号		1	1	1000	5	1	0	99999	4006	2592000									
2315	十大家族长老	KinOpenSrvActivity_Title_Item8	34	790	790		AddTitleItem	11	使用后获得[FFFE0D]十大家族长老[-]称号		1	1	1000	5	1	0	99999	4007	2592000									
2316	十大家族精英	KinOpenSrvActivity_Title_Item9	34	790	790		AddTitleItem	11	使用后获得[FFFE0D]十大家族精英[-]称号		1	1	1000	5	1	0	99999	4008	2592000									
2317	十大家族成员	KinOpenSrvActivity_Title_Item10	34	790	790		AddTitleItem	11	使用后获得[FFFE0D]十大家族成员[-]称号		1	1	1000	5	1	0	99999	4009	2592000									
2318	卓越家族族长	KinOpenSrvActivity_Title_Item11	34	790	790		AddTitleItem	11	使用后获得[FFFE0D]卓越家族族长[-]称号		1	1	1000	4	1	0	99999	4010	2592000									
2319	卓越家族副族长	KinOpenSrvActivity_Title_Item12	34	790	790		AddTitleItem	11	使用后获得[FFFE0D]卓越家族副族长[-]称号		1	1	1000	4	1	0	99999	4011	2592000									
2320	卓越家族长老	KinOpenSrvActivity_Title_Item13	34	790	790		AddTitleItem	11	使用后获得[FFFE0D]卓越家族长老[-]称号		1	1	1000	4	1	0	99999	4012	2592000									
2321	卓越家族精英	KinOpenSrvActivity_Title_Item14	34	790	790		AddTitleItem	11	使用后获得[FFFE0D]卓越家族精英[-]称号		1	1	1000	4	1	0	99999	4013	2592000									
2322	卓越家族成员	KinOpenSrvActivity_Title_Item15	34	790	790		AddTitleItem	11	使用后获得[FFFE0D]卓越家族成员[-]称号		1	1	1000	4	1	0	99999	4014	2592000									
2329	组队秘境黄金宝箱	SupplementAward_TeamFuben_1	34	2302	2302		RandomItemByLevel	1	打开后随机获得一个奖励\n有可能获得[FFFE0D]稀有帽子、传承帽子、A级同伴、魂石、白水晶[-]等奖励		1	1		3	1	0	99999	60										
2339	探索黄金宝箱	SupplementAward_Exploration_1	34	2302	2302		RandomItemByLevel	1	打开后随机获得一个奖励\n有可能获得[FFFE0D]黄金宝箱、黄金钥匙、古旧的宝箱[-]等奖励		1	1		3	1	0	99999	66										
2348	惩恶黄金宝箱	SupplementAward_PunishTask_1	34	2302	2302		RandomItemByLevel	1	打开后随机获得一个奖励\n有可能获得[FFFE0D]稀有护腕、传承护腕、稀有护腕碎片、传承护腕碎片、贡献[-]等奖励		1	1		3	1	0	99999	61										
2360	商会黄金宝箱	SupplementAward_Commerce_1	34	2302	2302		RandomItemByLevel	1	打开后随机获得一个奖励\n有可能获得[FFFE0D]稀有玉佩、传承玉佩、稀有玉佩碎片、传承玉佩碎片、黄金宝箱[-]等奖励		1	1		3	1	0	99999	62										
2366	凌绝峰黄金宝箱	SupplementAward_RandomFuben_1	34	2302	2302		RandomItem	1	打开后随机获得一个奖励\n有可能获得[FFFE0D]同伴、魂石、黄金宝箱、黄金钥匙[-]等奖励		1	1		3	1	0	99999	2366										
2374	英雄挑战黄金宝箱	SupplementAward_Challenge_1	34	2302	2302		RandomItemByLevel	1	打开后随机获得一个奖励\n有可能获得[FFFE0D]稀有腰带、传承腰带、稀有腰带碎片、传承腰带碎片、魂石、绿水晶[-]等奖励		1	1		3	1	0	99999	63										
2382	通天塔黄金宝箱	SupplementAward_TeamBattle_1	34	2302	2302		RandomItemByLevel	1	打开后随机获得一个奖励\n有可能获得[FFFE0D]稀有鞋子、传承鞋子、稀有鞋子碎片、传承鞋子碎片、魂石、贡献[-]等奖励		1	1		3	1	0	99999	64										
2389	会员开通礼包	QQ_vip_bag	34	1242	1242		RandomItem	1	使用获得：[FFFE0D]30元宝、随机1级魂石*1、黄金宝箱*1、白水晶*5[-]		1	1	1000	2	1	0	99999	2389										
2390	超级会员开通礼包	QQ_supervip_bag	34	1240	1240		RandomItem	1	使用获得：[FFFE0D]58元宝、随机1级魂石*2、黄金宝箱*2、白水晶*8[-]		1	1	1000	3	1	0	99999	2390										
2391	会员新手礼包	QQ_vip_newrole_bag	34	1242	1242		RandomItem	1	使用获得：[FFFE0D]3000银两、200贡献、白水晶*5、称号：红霸天下[-]		1	1	1000	2	1	0	99999	2391										
2392	超级会员新手礼包	QQ_supervip_newrole_bag	34	1240	1240		RandomItem	1	使用获得：[FFFE0D]5000银两、300贡献、白水晶*8、称号：红霸天下[-]		1	1	1000	3	1	0	99999	2392										
2393	会员每日登录礼包	QQ_vip_day_bag	34	1242	1242		RandomItem	1	使用获得：[FFFE0D]1000银两、玫瑰花*1、幸运草*1[-]		1	1	1000	2	1	0	99999	2393										
2394	超级会员每日登录礼包	QQ_supervip_day_bag	34	1240	1240		RandomItem	1	使用获得：[FFFE0D]1500银两、玫瑰花*2、幸运草*2[-]		1	1	1000	3	1	0	99999	2394										
2397	再续情缘	TestActivity_Title_Item5	34	790	790		AddTitleItem	11	使用后获得[FFFE0D]再续情缘[-]称号		1	1	1000	3	1	0	99999	2004										
2520	玉堂人物	TestActivity_Title_Item6	34	790	790		AddTitleItem	11	使用后获得[FFFE0D]玉堂人物[-]称号		1	1	1000	3	1	0	99999	2007										
2418	通天塔宝箱	Tongtianta_1	34	100	100		RandomItemByLevel	1	打开后随机获得一个奖励\n有可能获得[FFFE0D]稀有鞋子、传承鞋子、稀有鞋子碎片、传承鞋子碎片、魂石、贡献[-]等奖励		1	1	1000	4	1	0	99999	65										
2423	随机门派秘籍	Auto_Random_SkillBook_1	34	100	100		RandomItem	1	随机得到一本门派秘籍	400000	1	1	1000	1	1	0	99999	2423	1									
2424	门派信物	Token_tw	34	2424	2424		FactionToken	1	本门信物\n凭[FFFE0D]20个[-]信物，可兑换一本门派秘籍	20000	1	1	1000	2	1	0	99999	1	20									201
2425	门派信物（废弃）	Token_em	34	2425	2425		FactionToken	1		1000	1	1	1000	1	1	0	99999	1	2									201
2426	门派信物（废弃）	Token_xy	34	2426	2426		FactionToken	1		1000	1	1	1000	1	1	0	99999	1	2									201
2427	门派信物（废弃）	Token_th	34	2427	2427		FactionToken	1		1000	1	1	1000	1	1	0	99999	1	2									201
2428	门派信物（废弃）	Token_wd	34	2428	2428		FactionToken	1		1000	1	1	1000	1	1	0	99999	1	2									201
2429	门派信物（废弃）	Token_tr	34	2429	2429		FactionToken	1		1000	1	1	1000	1	1	0	99999	1	2									201
2430	A级同伴	TeamFuben_PartnerA_Template	34	98	98			1	挑战秘境将有机会获得对应[FFFE0D] A级 [-]同伴	20000	1	2	1000	5	1	0	99	27	1									
2431	S级同伴	TeamFuben_PartnerS_Template	34	99	99			1	挑战秘境将有机会获得对应[FFFE0D] S级 [-]同伴	2000000	1	2	1000	6	1	0	99	27	1									
2432	第一家族领袖	KinOpenSrvActivity_Title_Item16	34	790	790		AddTitleItem	11	使用后获得[FFFE0D]第一家族领袖[-]称号		1	1	1000	6	1	0	99999	4015	2592000									
2433	十大家族领袖	KinOpenSrvActivity_Title_Item17	34	790	790		AddTitleItem	11	使用后获得[FFFE0D]十大家族领袖[-]称号		1	1	1000	5	1	0	99999	4016	2592000									
2434	卓越家族领袖	KinOpenSrvActivity_Title_Item18	34	790	790		AddTitleItem	11	使用后获得[FFFE0D]卓越家族领袖[-]称号		1	1	1000	4	1	0	99999	4017	2592000									
2435	组队秘境白银宝箱	SupplementAward_TeamFuben_b1	34	2435	2435		RandomItemByLevel	1	打开后随机获得一个奖励\n有可能获得[FFFE0D]传承帽子、A级同伴、魂石、白水晶[-]等奖励		1	1		3	1	0	99999	67										
2445	探索白银宝箱	SupplementAward_Exploration_b1	34	2435	2435		RandomItemByLevel	1	打开后随机获得一个奖励\n有可能获得[FFFE0D]黄金宝箱、黄金钥匙、古旧的宝箱、藏宝图[-]等奖励		1	1		3	1	0	99999	68										
2456	惩恶白银宝箱	SupplementAward_PunishTask_b1	34	2435	2435		RandomItemByLevel	1	打开后随机获得一个奖励\n有可能获得[FFFE0D]稀有护腕、传承护腕、稀有护腕碎片、传承护腕碎片、贡献[-]等奖励		1	1		3	1	0	99999	69										
2465	商会白银宝箱	SupplementAward_Commerce_b1	34	2435	2435		RandomItemByLevel	1	打开后随机获得一个奖励\n有可能获得[FFFE0D]传承玉佩、传承玉佩碎片、黄金宝箱[-]等奖励		1	1		3	1	0	99999	70										
2474	凌绝峰白银宝箱	SupplementAward_RandomFuben_b1	34	2435	2435		RandomItem	1	打开后随机获得一个奖励\n有可能获得[FFFE0D]同伴、魂石、黄金宝箱、黄金钥匙、白水晶[-]等奖励		1	1		3	1	0	99999	2474										
2484	英雄挑战白银宝箱	SupplementAward_Challenge_b1	34	2435	2435		RandomItemByLevel	1	打开后随机获得一个奖励\n有可能获得[FFFE0D]传承腰带、传承腰带碎片、魂石、绿水晶[-]等奖励		1	1		3	1	0	99999	71										
2493	通天塔白银宝箱	SupplementAward_TeamBattle_b1	34	2435	2435		RandomItemByLevel	1	打开后随机获得一个奖励\n有可能获得[FFFE0D]传承鞋子、传承鞋子碎片、魂石、贡献[-]等奖励		1	1		3	1	0	99999	72										
2510	月影传说绘卷	Appointment_Bust	34	2510	2510		PlayerPortraitItem	1	官网预约奖励，绘有月影传说的人物画像，使用后将获得一个角色头像及半身像		1	1		3	1	0	99999	124	71									
2502	攻城车	lt_bs_gongcc	34	2502	2502			1	攻城战变身道具，使用后可在身边召唤一台攻城车，与其对话可变身。攻城车能对城门造成大量伤害。		1	1		3	1	0	99999											
2503	劲弩车	lt_bs_jinnc	34	2503	2503			1	攻城战变身道具，使用后可在身边召唤一台劲弩车，与其对话可变身。劲弩车能对路径上的敌人造成伤害。		1	1		3	1	0	99999											
2504	铁炮车	lt_bs_tiepc	34	2504	2504			1	攻城战变身道具，使用后可在身边召唤一台铁炮车，与其对话可变身。铁炮车能对定点范围敌人造成伤害。		1	1		3	1	0	99999											
2505	神射手	lt_zh_shenss	34	2505	2505			1	攻城战召唤道具，使用后可在身边召唤一个神射手。神射手会自动攻击进入视野内的敌人。		1	1		3	1	0	99999											
2506	鼓舞旗	lt_zh_guwq	34	2506	2506			1	攻城战召唤道具，使用后可在身边召唤一个鼓舞旗。鼓舞旗会给周围的同家族玩家增加有益状态。		1	1		3	1	0	99999											
2518	3元超值礼包	Recharge_Gift_2	34	2518	2518		RandomItem	1	使用获得：[FFFE0D]随机1级魂石、洗髓丹、30元宝、白水晶*4[-]		1	1	1000	3	1	0	99999	2518										
2519	6元超值礼包	Recharge_Gift_3	34	2519	2519		RandomItem	1	使用获得：[FFFE0D]资质丹、60元宝、200贡献、黄金宝箱[-]		1	1	1000	4	1	0	99999	2519										
2523	4级同伴技能书（接入个人拍卖）	PartnerSkillBook_Level_4_2	34	2160	2160		RandomItem	1	随机得到一本4级同伴技能书	100000	1	1	1000	4	1	0	99999	2523	1									
2524	城战宝箱（50级）	lt_box_lv50	34	2153	2153		RandomItem	1	完成攻城战后获得的宝箱，使用获得随机奖励。	80000	1	1	1000	3	1	0	99999	2425										
2525	城战宝箱（60级）	lt_box_lv60	34	2153	2153		RandomItem	1	完成攻城战后获得的宝箱，使用获得随机奖励。	88000	1	1	1000	4	1	0	99999	2426										
2526	城战宝箱（70级）	lt_box_lv70	34	2153	2153		RandomItem	1	完成攻城战后获得的宝箱，使用获得随机奖励。	96000	1	1	1000	5	1	0	99999	2427										
2527	马牌	horsetoken_50	34	1029	1029		ExchangeItem	1	集齐20个马牌可以兑换为1匹50级马。	60000	1	1	1000	3	1	0	9999	1423	20									
